carat,cut,color,clarity,depth_pctg,table,price,length,width,depth
0.32,Ideal,G,VS1,62.3,56.0,828,4.39,4.37,2.73
0.91,Good,E,SI2,64.3,57.0,3632,6.0,6.04,3.87
1.04,Ideal,G,SI2,62.0,57.0,4277,6.6,6.53,4.07
0.7,Very Good,H,VVS2,58.8,58.0,2585,5.88,5.78,3.43
2.08,Very Good,D,SI2,60.1,59.0,18405,8.29,8.37,5.01
0.3,Ideal,I,VS2,62.1,54.0,438,4.32,4.35,2.69
0.23,Very Good,F,VVS1,59.3,58.0,530,4.02,4.04,2.39
0.4,Very Good,D,VS2,64.4,52.0,915,4.63,4.68,3.0
1.56,Premium,F,SI1,60.1,60.0,11299,7.56,7.52,4.53
0.38,Ideal,F,VVS1,62.3,54.1,1101,4.63,4.66,2.9
1.01,Very Good,G,SI1,63.5,60.0,4271,6.41,6.38,3.92
0.49,Premium,F,SI1,60.5,60.0,1072,5.1,5.08,3.08
1.09,Premium,E,VS2,61.6,59.0,7813,6.62,6.54,4.05
1.01,Premium,F,VS2,62.3,58.0,6271,6.34,6.3,3.94
0.31,Good,G,VVS2,63.1,57.0,707,4.3,4.32,2.72
0.9,Very Good,D,IF,62.4,54.0,9182,6.17,6.21,3.86
0.23,Very Good,E,VS1,59.6,65.0,378,3.95,3.97,2.36
0.32,Very Good,F,VVS2,62.5,55.0,778,4.39,4.42,2.75
0.52,Ideal,E,VS2,61.1,57.0,1815,5.2,5.18,3.17
0.31,Good,G,VVS1,58.0,62.0,761,4.42,4.47,2.58
1.08,Ideal,I,SI1,61.4,57.0,4476,6.67,6.62,4.08
1.0,Good,F,VS2,63.4,56.0,5505,6.27,6.35,4.0
1.27,Ideal,F,IF,61.3,55.0,15377,6.98,7.02,4.29
1.03,Premium,F,SI1,62.2,59.0,4942,6.45,6.41,4.0
0.96,Premium,G,SI2,59.3,58.0,4204,6.49,6.43,3.83
0.33,Premium,G,VS1,61.3,58.0,666,4.42,4.45,2.72
0.5,Good,D,SI1,63.3,56.0,1436,5.07,5.1,3.22
1.2,Premium,G,SI1,61.5,61.0,5947,6.84,6.78,4.19
0.57,Premium,E,SI1,61.4,58.0,1608,5.28,5.34,3.26
0.83,Very Good,H,VS1,63.1,60.0,3153,5.91,5.98,3.75
0.51,Ideal,F,VVS2,62.2,57.0,2083,5.12,5.17,3.2
0.73,Good,H,VS1,64.1,58.8,2673,5.63,5.67,3.62
0.7,Very Good,F,VS1,62.8,56.0,3265,5.64,5.66,3.55
0.7,Very Good,I,VS2,60.7,59.0,2025,5.75,5.79,3.5
0.5,Good,G,VVS2,63.8,56.0,1806,5.06,5.03,3.22
1.32,Very Good,H,SI1,62.3,58.0,7389,6.96,7.0,4.35
0.85,Premium,F,VVS2,61.2,60.0,4530,6.1,6.13,3.74
1.13,Premium,H,SI2,60.7,54.0,4873,6.82,6.72,4.11
0.5,Ideal,E,SI1,60.6,57.0,1250,5.19,5.14,3.13
0.72,Very Good,I,SI1,63.3,57.0,2074,5.73,5.67,3.61
1.57,Ideal,J,SI1,62.0,55.6,8035,7.43,7.47,4.62
1.09,Ideal,G,VVS2,61.8,56.0,8753,6.58,6.62,4.08
0.25,Ideal,F,VVS2,61.7,56.0,705,4.06,4.07,2.51
0.31,Premium,F,VS2,61.4,62.0,802,4.34,4.32,2.66
0.23,Very Good,E,VVS2,60.7,58.0,498,3.96,4.01,2.42
0.36,Ideal,G,IF,61.6,55.0,1074,4.57,4.59,2.82
0.9,Very Good,E,SI1,62.6,61.0,4315,6.06,6.11,3.81
0.6,Premium,E,SI1,61.9,58.0,1830,5.43,5.39,3.35
0.31,Ideal,I,VVS1,61.4,54.0,732,4.41,4.38,2.7
0.7,Very Good,F,VS2,62.7,57.0,2437,5.61,5.65,3.53
0.4,Premium,F,VVS2,59.4,59.0,1008,4.85,4.78,2.86
0.5,Premium,E,SI1,59.9,58.0,1593,5.18,5.17,3.1
0.94,Very Good,D,SI2,60.9,62.0,3691,6.22,6.3,3.81
0.7,Premium,F,VS1,59.0,59.0,2874,5.79,5.77,3.41
0.31,Very Good,G,IF,61.6,55.0,924,4.38,4.42,2.71
0.32,Good,D,SI2,64.1,54.0,441,4.34,4.37,2.79
0.93,Very Good,F,SI1,58.8,60.0,4081,6.37,6.49,3.78
0.26,Very Good,H,VVS2,59.8,61.0,440,4.15,4.18,2.49
1.03,Premium,G,VS2,58.9,59.0,6229,6.65,6.59,3.9
1.7,Ideal,H,VVS1,61.4,57.0,14603,7.63,7.69,4.7
0.8,Ideal,F,SI1,60.5,57.0,3420,6.02,6.07,3.66
0.5,Good,F,SI2,63.8,59.0,1094,5.02,4.95,3.18
1.51,Premium,I,VS1,61.1,61.0,10401,7.37,7.32,4.49
1.01,Very Good,H,SI1,62.3,63.0,4449,6.3,6.23,3.9
0.34,Premium,G,VS2,60.3,59.0,765,4.53,4.49,2.72
0.7,Premium,G,SI1,62.0,61.0,2184,5.67,5.62,3.5
0.33,Ideal,E,VS1,60.0,57.0,802,4.5,4.47,2.69
2.07,Very Good,H,SI1,59.5,59.0,18489,8.27,8.3,4.92
2.38,Premium,H,VS1,60.9,59.0,18522,8.62,8.59,5.24
1.03,Ideal,G,VS1,60.8,57.0,7587,6.55,6.57,3.99
0.52,Good,I,SI1,63.6,60.0,978,5.05,5.1,3.23
0.38,Ideal,E,VVS1,62.4,56.0,1327,4.67,4.64,2.9
0.84,Ideal,H,SI2,63.0,56.0,2628,6.04,6.02,3.8
1.01,Premium,G,VS1,60.8,58.0,6499,6.44,6.51,3.94
0.26,Very Good,G,VVS2,62.2,56.0,426,4.08,4.1,2.54
0.97,Good,F,SI2,59.1,62.0,4182,6.49,6.54,3.85
1.74,Ideal,E,SI1,62.2,56.0,15847,7.67,7.72,4.79
1.24,Very Good,F,VS1,59.0,60.0,9885,7.0,7.07,4.15
0.33,Ideal,G,VS1,61.6,57.0,699,4.46,4.49,2.75
0.32,Ideal,E,VS1,61.5,56.0,758,4.38,4.4,2.7
1.1,Premium,G,SI2,61.4,59.0,4650,6.71,6.59,4.08
1.31,Premium,H,VS2,61.0,58.0,8106,7.1,7.06,4.32
1.01,Premium,E,SI2,60.4,60.0,4878,6.49,6.46,3.91
1.22,Premium,G,VS2,60.9,57.0,8067,6.94,6.89,4.21
0.3,Ideal,F,VVS2,61.1,57.0,736,4.3,4.34,2.64
1.21,Premium,G,SI2,62.7,59.0,5405,6.74,6.66,4.2
1.07,Premium,F,SI2,61.7,58.0,4446,6.58,6.55,4.05
0.34,Premium,G,VS2,60.3,58.0,765,4.53,4.49,2.72
0.25,Very Good,E,VVS2,60.5,59.0,575,4.06,4.1,2.47
0.59,Very Good,G,VS1,57.4,63.0,1915,5.54,5.58,3.19
0.3,Ideal,H,VVS1,61.9,55.0,684,4.32,4.34,2.68
1.02,Ideal,F,VVS2,61.1,56.3,9521,6.48,6.52,3.97
2.51,Very Good,E,SI2,63.1,56.0,16717,8.65,8.6,5.44
1.5,Premium,F,VS2,61.1,58.0,14199,7.36,7.33,4.49
1.1,Good,I,SI1,57.7,60.0,4312,6.82,6.77,3.92
0.37,Premium,D,SI1,60.4,59.0,681,4.62,4.68,2.81
1.05,Ideal,G,VVS1,60.1,57.0,8623,6.58,6.63,3.97
0.26,Very Good,G,VVS2,62.6,56.0,486,4.1,4.13,2.57
0.52,Ideal,E,VS1,62.6,57.0,1793,5.15,5.11,3.21
0.4,Very Good,G,IF,62.3,59.0,1173,4.67,4.7,2.92
1.01,Good,G,SI2,62.4,60.0,4150,6.32,6.38,3.96
0.9,Fair,G,SI1,65.4,59.0,3145,6.04,6.0,3.94
0.72,Ideal,E,VS2,62.0,56.0,2962,5.73,5.76,3.56
1.22,Premium,E,SI1,62.3,59.0,7395,6.8,6.74,4.22
1.52,Very Good,H,SI2,63.1,55.0,7600,7.36,7.28,4.62
1.01,Good,F,VS1,61.8,57.0,6626,6.34,6.44,3.95
0.72,Very Good,H,VS2,62.5,58.0,2444,5.67,5.73,3.56
1.01,Very Good,E,VVS2,63.4,57.0,8797,6.45,6.33,4.05
1.32,Premium,I,VS1,62.4,58.0,4719,7.01,6.96,4.36
1.01,Premium,F,VS1,62.6,58.0,6176,6.48,6.37,4.02
0.9,Very Good,H,VS1,62.8,59.0,4685,6.07,6.15,3.84
0.36,Ideal,F,VVS2,61.5,55.0,828,4.59,4.62,2.83
0.41,Ideal,G,SI1,61.8,55.0,876,4.8,4.81,2.97
0.57,Ideal,D,VS1,61.8,55.0,1982,5.31,5.37,3.3
2.08,Premium,H,VS2,62.0,58.0,17258,8.19,8.1,5.05
1.08,Ideal,E,VVS2,61.8,56.0,10313,6.55,6.59,4.06
0.85,Fair,H,I1,66.7,59.0,1324,5.86,5.78,3.88
0.4,Ideal,E,VVS1,60.8,57.0,1278,4.79,4.82,2.92
0.92,Ideal,E,SI2,62.6,57.0,4309,6.22,6.18,3.88
0.39,Ideal,E,VS2,61.4,55.0,734,4.76,4.81,2.94
0.83,Premium,D,SI1,62.2,60.0,3347,6.01,5.98,3.73
1.26,Premium,H,SI2,62.0,56.0,4586,6.92,6.88,4.28
0.33,Ideal,F,VS1,62.1,55.0,738,4.43,4.46,2.76
0.27,Fair,E,VS1,66.4,58.0,371,3.99,4.02,2.66
0.7,Ideal,I,VS2,61.9,53.2,2240,5.68,5.71,3.56
0.38,Ideal,H,VS2,62.2,54.0,703,4.64,4.68,2.9
0.9,Very Good,E,VVS2,62.2,60.0,6289,6.04,6.12,3.78
0.73,Ideal,E,SI2,61.5,55.0,2896,5.82,5.86,3.59
0.3,Ideal,G,SI2,62.5,56.0,382,4.28,4.3,2.68
0.7,Good,H,VVS2,62.1,64.0,2767,5.62,5.65,3.5
1.09,Ideal,G,SI1,62.2,56.0,5022,6.6,6.55,4.09
1.53,Ideal,F,SI1,62.5,57.0,11525,7.38,7.31,4.59
0.7,Very Good,F,SI1,63.2,56.0,2100,5.61,5.5,3.51
0.39,Premium,F,VS1,61.7,58.0,956,4.71,4.69,2.9
0.76,Ideal,J,SI2,61.5,54.0,1833,5.9,5.93,3.64
0.52,Ideal,H,SI1,61.0,56.0,1223,5.2,5.23,3.18
0.57,Very Good,I,VS2,62.2,55.0,1267,5.33,5.34,3.32
2.07,Premium,I,SI1,59.4,61.0,15392,8.35,8.31,4.95
0.9,Good,G,SI2,62.7,59.0,3489,6.04,6.12,3.81
0.3,Premium,F,VS1,61.0,60.0,709,4.3,4.22,2.6
0.45,Very Good,G,VVS1,62.2,58.0,1327,4.9,4.97,3.07
0.56,Ideal,D,SI1,62.5,56.0,1814,5.26,5.24,3.28
0.53,Ideal,H,VVS1,61.6,54.0,1743,5.2,5.25,3.22
0.71,Ideal,E,VS2,62.3,56.0,3026,5.7,5.73,3.56
0.36,Premium,D,SI1,61.4,58.0,663,4.56,4.59,2.81
0.3,Ideal,E,VVS2,60.9,57.0,786,4.32,4.35,2.64
0.54,Ideal,E,VS1,62.0,56.0,2041,5.26,5.23,3.25
2.03,Very Good,I,SI1,62.3,60.0,16392,8.01,8.07,5.01
1.05,Very Good,G,SI2,61.6,60.0,4241,6.49,6.56,4.02
0.31,Ideal,F,VVS1,61.9,55.0,801,4.37,4.42,2.72
0.36,Ideal,I,VS2,61.8,55.0,505,4.58,4.61,2.84
0.7,Premium,H,SI1,60.9,62.0,2331,5.72,5.65,3.46
0.31,Very Good,J,VS2,62.7,58.0,380,4.3,4.34,2.71
0.3,Good,G,VS1,63.6,57.0,605,4.23,4.26,2.7
1.06,Ideal,G,VVS2,61.6,56.3,7934,6.53,6.56,4.03
0.23,Ideal,F,VS2,61.9,55.0,498,3.94,3.97,2.45
0.82,Ideal,E,SI1,61.8,58.0,3622,5.99,6.05,3.72
0.3,Premium,E,VVS1,61.3,59.0,956,4.33,4.28,2.64
0.43,Premium,G,VVS1,62.0,59.0,1207,4.8,4.82,2.98
0.74,Ideal,F,SI1,60.4,56.0,2379,5.86,5.83,3.53
1.77,Very Good,D,SI1,59.2,61.0,14561,7.86,7.98,4.69
0.33,Ideal,I,VVS1,61.7,55.7,570,4.43,4.45,2.74
0.38,Ideal,I,SI1,61.8,54.0,593,4.66,4.7,2.89
1.01,Very Good,I,SI2,63.4,57.0,5000,6.3,6.39,4.02
1.12,Very Good,H,SI1,63.1,56.0,4673,6.62,6.59,4.17
0.8,Premium,E,SI1,62.9,60.0,3091,5.89,5.87,3.7
0.9,Very Good,H,VVS2,61.8,60.0,4617,6.11,6.15,3.79
0.5,Very Good,H,VS2,63.9,57.0,1387,5.04,5.07,3.23
0.5,Fair,G,VS1,64.9,57.0,1271,4.98,4.94,3.22
1.2,Ideal,H,VS1,62.1,57.0,7869,6.77,6.82,4.22
1.01,Premium,G,SI1,62.2,58.0,5006,6.42,6.4,3.99
0.35,Good,G,SI1,63.8,54.0,522,4.46,4.48,2.85
0.9,Fair,J,SI2,66.6,54.0,2536,6.05,5.99,4.01
0.9,Very Good,E,SI1,62.1,59.0,4201,6.13,6.17,3.82
0.65,Premium,F,VS2,59.6,58.0,1970,5.65,5.62,3.36
1.7,Ideal,I,VS1,62.2,55.0,12622,7.63,7.67,4.76
0.32,Premium,H,VVS2,62.3,58.0,645,4.33,4.37,2.71
0.39,Premium,F,VS2,58.4,62.0,1053,4.79,4.76,2.79
0.52,Ideal,G,VS1,62.7,57.0,1815,5.15,5.12,3.22
0.56,Premium,E,VS2,61.4,61.0,1915,5.31,5.28,3.25
0.46,Very Good,E,VS2,58.9,59.4,1345,5.05,5.1,2.99
1.01,Premium,I,VS2,62.5,58.0,4676,6.44,6.39,4.01
0.73,Premium,J,VS1,61.3,61.0,2037,5.83,5.78,3.56
0.57,Very Good,G,VS2,59.9,54.6,1633,5.43,5.46,3.26
0.4,Very Good,I,VVS1,63.3,57.0,1080,4.71,4.67,2.97
0.42,Premium,H,VS1,61.6,58.0,847,4.79,4.82,2.96
0.43,Very Good,G,VS2,62.9,56.0,863,4.77,4.8,3.01
0.4,Ideal,E,SI1,63.0,57.0,882,4.68,4.65,2.94
0.71,Premium,E,SI1,62.7,58.0,2853,5.73,5.66,3.57
0.37,Ideal,F,SI2,60.9,56.0,572,4.65,4.68,2.84
2.21,Premium,G,SI2,62.4,60.0,17525,8.34,8.29,5.19
0.38,Ideal,F,SI1,60.9,55.0,844,4.7,4.72,2.87
0.41,Ideal,F,VVS1,61.7,57.0,1356,4.8,4.77,2.95
0.97,Fair,I,I1,67.3,55.0,2357,6.08,6.02,4.07
0.54,Premium,G,VS1,61.1,60.0,1637,5.23,5.28,3.21
0.7,Very Good,E,SI1,59.1,62.0,2569,5.74,5.8,3.41
0.38,Ideal,I,SI1,61.6,57.0,626,4.62,4.66,2.86
2.02,Ideal,H,SI2,60.8,56.0,11715,8.21,8.14,4.97
1.17,Premium,F,SI2,62.5,57.0,4259,6.8,6.71,4.22
0.36,Very Good,E,VS2,59.8,62.0,789,4.56,4.61,2.74
1.01,Ideal,J,SI1,60.2,59.0,4194,6.48,6.51,3.91
1.08,Ideal,J,SI2,61.8,57.0,3537,6.56,6.58,4.06
0.7,Very Good,E,SI1,62.3,58.0,2476,5.6,5.67,3.51
2.11,Premium,G,SI2,62.2,58.0,13598,8.19,8.23,5.11
1.11,Ideal,G,SI1,62.6,57.0,5428,6.64,6.56,4.13
0.51,Ideal,F,VS1,61.3,54.0,1836,5.23,5.12,3.17
1.29,Ideal,J,SI1,61.6,58.0,5607,6.96,6.99,4.3
0.9,Ideal,E,SI2,62.0,55.0,3599,6.23,6.15,3.84
1.53,Premium,G,VS1,62.6,60.0,14699,7.39,7.3,4.6
0.54,Ideal,E,VS2,62.2,55.0,1847,5.24,5.21,3.25
2.21,Premium,F,SI2,59.6,60.0,16657,8.53,8.49,5.07
1.02,Premium,E,SI1,62.6,58.0,5183,6.44,6.47,4.05
0.8,Very Good,E,VVS2,62.9,59.0,4304,5.88,5.95,3.72
0.5,Fair,I,VS1,66.9,56.0,969,4.85,4.81,3.23
0.57,Ideal,H,SI2,62.0,57.0,1121,5.3,5.35,3.3
0.54,Ideal,D,VVS2,61.3,56.0,2671,5.22,5.26,3.21
0.59,Very Good,F,IF,59.9,63.0,2632,5.44,5.47,3.27
0.4,Ideal,H,IF,62.7,57.0,1158,4.68,4.7,2.94
0.32,Premium,G,VS1,62.1,58.0,828,4.39,4.37,2.72
0.28,Ideal,F,VVS2,62.2,53.0,787,4.22,4.23,2.63
0.83,Premium,G,SI1,61.6,59.0,2975,6.02,5.99,3.7
0.6,Premium,D,SI2,62.3,59.0,1449,5.41,5.31,3.34
0.32,Ideal,J,IF,62.2,56.0,533,4.37,4.41,2.73
1.0,Fair,J,SI2,56.3,64.0,3199,6.58,6.54,3.69
0.9,Ideal,G,SI2,62.8,54.0,3820,6.11,6.15,3.85
0.39,Very Good,F,VS1,62.0,56.0,971,4.72,4.64,2.9
1.31,Ideal,E,VS1,61.7,55.0,10711,7.11,7.05,4.37
0.82,Ideal,F,VS2,61.9,57.0,3453,5.99,5.96,3.7
1.59,Premium,D,SI2,59.4,61.0,7779,7.62,7.56,4.51
1.03,Very Good,F,IF,62.8,57.0,10032,6.4,6.47,4.04
0.32,Ideal,I,VVS1,61.4,56.0,575,4.42,4.44,2.72
0.32,Ideal,E,VVS2,62.0,55.0,842,4.38,4.4,2.72
1.33,Premium,E,VS1,60.5,58.0,12342,7.15,7.1,4.31
1.11,Premium,I,SI2,61.3,59.0,3692,6.69,6.63,4.09
0.41,Ideal,H,SI1,61.3,55.0,1056,4.81,4.85,2.96
0.71,Good,D,SI2,56.6,63.0,2015,5.9,5.76,3.3
1.0,Very Good,E,VVS2,61.0,62.0,8638,6.4,6.46,3.92
0.39,Very Good,F,VS2,58.4,62.0,821,4.76,4.79,2.79
0.32,Ideal,G,IF,62.1,55.0,918,4.4,4.46,2.75
1.02,Very Good,H,SI2,62.4,59.0,3927,6.37,6.42,3.99
1.01,Premium,J,VS2,61.0,61.0,3722,6.28,6.22,3.81
1.05,Ideal,I,VS2,62.2,55.8,6279,6.49,6.52,4.04
1.0,Good,E,SI1,63.2,57.0,5299,6.36,6.39,4.03
0.4,Good,D,VS2,61.2,62.0,827,4.7,4.75,2.89
1.47,Ideal,I,VS2,62.3,57.0,7284,7.24,7.3,4.53
0.31,Ideal,D,VVS2,61.2,59.0,805,4.37,4.39,2.68
1.22,Ideal,H,SI1,61.8,57.0,6776,6.85,6.83,4.23
0.36,Ideal,E,VS2,60.8,56.0,789,4.6,4.64,2.81
0.51,Good,D,VS2,63.7,57.0,1665,5.05,5.0,3.2
0.38,Very Good,E,SI1,61.2,59.0,700,4.64,4.67,2.85
1.57,Premium,G,SI1,59.2,59.0,10914,7.6,7.68,4.52
0.51,Ideal,H,VS2,60.8,57.0,1442,5.14,5.16,3.13
0.51,Very Good,G,VS1,62.9,58.0,1656,5.05,5.1,3.19
0.3,Ideal,H,VS2,62.3,57.0,491,4.25,4.29,2.66
1.54,Ideal,G,SI2,61.7,56.0,9359,7.41,7.44,4.58
1.23,Very Good,H,SI2,63.2,58.0,4711,6.8,6.74,4.28
0.32,Premium,G,VS2,60.1,61.0,672,4.44,4.41,2.66
0.73,Premium,E,VS1,60.9,61.0,3311,5.81,5.79,3.53
0.24,Ideal,F,VS1,62.7,54.0,572,3.99,4.02,2.51
0.34,Ideal,F,VVS1,61.4,55.0,919,4.52,4.54,2.78
1.05,Ideal,G,VVS1,61.2,57.0,8931,6.54,6.57,4.01
0.71,Good,F,SI1,63.6,54.0,2345,5.65,5.61,3.58
0.96,Ideal,G,SI2,62.1,57.0,3871,6.32,6.27,3.91
0.33,Ideal,G,VS2,62.3,55.0,579,4.42,4.47,2.77
0.31,Ideal,D,VS1,62.0,57.0,863,4.35,4.33,2.69
1.09,Ideal,H,SI1,62.3,55.0,5125,6.58,6.61,4.11
2.11,Premium,G,SI1,61.6,59.0,17816,8.24,8.19,5.06
0.69,Very Good,F,VVS2,61.5,60.0,2993,5.64,5.67,3.48
0.63,Good,H,VS1,62.9,54.0,1767,5.47,5.56,3.47
1.01,Premium,D,SI1,61.5,61.0,5644,6.47,6.37,3.95
1.01,Very Good,H,VS2,61.2,57.0,5861,6.49,6.41,3.95
1.0,Good,D,SI1,64.2,60.0,5093,6.22,6.28,4.01
0.36,Very Good,E,SI1,63.5,58.0,593,4.46,4.49,2.84
0.54,Very Good,F,VS1,59.9,57.0,1778,5.35,5.3,3.19
0.35,Premium,H,SI1,61.0,62.0,630,4.56,4.52,2.77
0.5,Very Good,D,SI1,61.6,59.0,1318,5.12,5.14,3.16
1.01,Very Good,H,SI1,63.3,56.0,4669,6.35,6.39,4.03
1.41,Ideal,H,SI2,62.7,56.0,7324,7.11,7.17,4.48
0.38,Ideal,H,SI1,61.2,56.0,697,4.7,4.74,2.89
1.31,Premium,H,SI2,60.0,57.0,6089,7.1,7.07,4.25
1.04,Ideal,I,SI1,61.9,54.0,4941,6.51,6.57,4.05
0.9,Very Good,H,SI2,59.6,59.0,3250,6.38,6.24,3.76
1.1,Premium,H,SI2,62.2,58.0,4537,6.6,6.69,4.13
0.46,Good,E,SI1,62.7,58.0,967,4.87,4.92,3.07
0.42,Premium,F,VVS2,59.6,59.0,1142,4.83,4.86,2.89
1.5,Good,G,SI2,63.7,58.0,7216,7.15,7.22,4.58
0.32,Premium,E,VVS1,60.5,58.0,954,4.42,4.47,2.69
0.54,Very Good,F,VVS2,60.2,59.0,2198,5.27,5.3,3.18
0.5,Premium,D,SI1,62.2,59.0,1654,5.13,5.1,3.18
0.32,Premium,E,VS2,61.7,58.0,702,4.38,4.41,2.71
0.32,Premium,G,VVS2,62.0,55.0,936,4.42,4.39,2.73
0.26,Very Good,E,VVS1,62.9,61.0,547,4.01,4.06,2.54
1.11,Ideal,G,VS2,61.4,56.0,7443,6.65,6.7,4.1
1.6,Very Good,E,SI2,62.0,57.0,9900,7.47,7.54,4.65
0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64
0.38,Very Good,G,SI1,62.0,54.8,755,4.64,4.67,2.89
0.4,Good,E,SI1,63.9,58.0,687,4.63,4.67,2.97
0.38,Ideal,G,SI1,62.4,57.0,666,4.62,4.65,2.89
1.51,Very Good,D,VS2,63.1,62.0,14205,7.24,7.22,4.56
1.04,Ideal,F,VVS2,62.2,56.0,9115,6.46,6.53,4.04
0.39,Premium,E,VS2,59.7,59.0,975,4.83,4.79,2.87
0.32,Good,D,SI1,63.6,56.0,756,4.37,4.34,2.77
0.35,Very Good,D,VVS2,60.0,58.0,835,4.57,4.59,2.75
1.22,Premium,G,IF,59.2,58.0,11104,7.02,6.97,4.14
0.3,Premium,F,SI1,60.9,60.0,500,4.33,4.37,2.65
0.53,Ideal,E,VS1,61.5,55.0,1917,5.22,5.24,3.22
0.51,Ideal,G,VVS1,61.0,57.0,2111,5.17,5.16,3.15
0.43,Ideal,H,SI1,60.7,54.0,891,4.96,4.92,3.0
0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.26,2.65
1.07,Ideal,I,VS1,62.0,57.0,5302,6.56,6.5,4.05
2.02,Premium,D,SI2,61.1,57.0,12108,8.12,8.05,4.94
2.38,Premium,H,SI1,58.2,60.0,16643,8.81,8.78,5.12
0.3,Ideal,G,VVS2,61.8,57.0,665,4.29,4.32,2.66
0.55,Very Good,E,VS2,61.5,56.0,1786,5.25,5.28,3.24
0.71,Premium,H,VS2,61.3,59.0,2363,5.74,5.77,3.53
0.33,Ideal,D,SI1,62.7,55.0,780,4.44,4.4,2.77
1.2,Premium,H,SI2,59.8,58.0,4032,6.92,6.83,4.11
0.57,Ideal,F,VS2,61.7,57.0,1847,5.36,5.33,3.3
0.63,Premium,E,VS1,60.4,58.0,2171,5.59,5.64,3.39
0.7,Ideal,I,VS1,62.4,56.0,2398,5.66,5.68,3.54
0.79,Very Good,H,SI2,63.2,55.0,2348,5.93,5.9,3.74
0.43,Ideal,G,IF,61.6,57.0,1280,4.81,4.84,2.97
0.31,Ideal,E,VVS2,61.7,56.0,766,4.37,4.38,2.7
0.73,Fair,D,SI1,64.5,56.0,2539,5.7,5.65,3.66
0.3,Ideal,I,SI1,61.7,57.0,422,4.3,4.32,2.66
1.02,Ideal,I,SI2,62.7,57.0,3913,6.43,6.4,4.02
0.3,Ideal,G,IF,62.0,55.0,863,4.33,4.35,2.69
0.6,Premium,D,SI2,62.0,57.0,1196,5.43,5.35,3.34
1.06,Fair,J,SI2,61.0,66.0,2992,6.54,6.35,3.93
1.01,Good,J,SI1,63.6,54.0,3665,6.44,6.36,4.07
1.0,Very Good,E,SI1,59.6,60.0,5257,6.58,6.51,3.9
0.51,Very Good,F,SI2,62.7,56.0,1100,5.07,5.1,3.19
0.29,Good,F,VS1,62.1,56.0,415,4.24,4.26,2.64
0.82,Premium,F,SI2,59.7,57.0,2867,6.14,6.12,3.66
0.4,Fair,D,SI1,65.1,55.0,644,4.63,4.68,3.03
0.33,Ideal,H,SI1,61.7,55.0,564,4.43,4.46,2.74
0.71,Ideal,H,SI1,62.0,57.0,2368,5.73,5.76,3.56
0.81,Very Good,H,SI2,62.1,56.0,2504,5.95,5.99,3.71
0.4,Ideal,D,VS2,60.4,56.0,982,4.73,4.77,2.87
0.32,Ideal,H,VVS1,61.9,56.0,936,4.41,4.38,2.72
1.5,Premium,F,SI2,62.4,58.0,7056,7.31,7.24,4.54
0.7,Very Good,F,SI1,62.3,58.0,2161,5.62,5.78,3.55
1.07,Premium,F,VS1,60.6,61.0,6885,6.62,6.56,3.99
0.42,Ideal,D,VVS2,62.0,55.0,1132,4.81,4.84,2.99
0.32,Very Good,F,VS1,62.2,55.0,616,4.37,4.39,2.72
0.4,Premium,E,VS1,60.4,59.0,1125,4.81,4.76,2.89
0.51,Very Good,F,SI1,63.1,54.0,1312,5.12,5.06,3.21
1.25,Premium,J,SI1,62.0,58.0,5073,6.88,6.9,4.27
1.01,Ideal,G,VS1,62.9,57.0,6176,6.43,6.39,4.03
0.78,Very Good,F,VS2,62.2,58.0,3429,5.86,5.9,3.66
0.71,Ideal,F,SI2,61.2,55.0,2365,5.77,5.79,3.54
1.51,Premium,E,SI1,63.0,58.0,8836,7.4,7.27,4.62
0.4,Very Good,F,VVS2,60.5,57.0,982,4.76,4.79,2.89
1.55,Ideal,G,VS2,61.6,56.0,14106,7.44,7.49,4.6
0.35,Very Good,H,VS1,60.0,57.0,603,4.57,4.6,2.75
0.77,Ideal,H,SI1,61.7,56.0,2612,5.9,5.85,3.62
0.56,Ideal,H,SI1,61.8,55.0,1214,5.31,5.34,3.29
0.34,Premium,E,VS2,61.1,60.0,956,4.48,4.45,2.73
0.69,Good,E,VS2,58.7,64.0,2057,5.73,5.79,3.38
1.09,Premium,H,SI1,60.5,60.0,5149,6.72,6.67,4.05
0.5,Very Good,D,VVS2,63.3,55.0,2310,5.08,5.06,3.21
0.52,Ideal,E,VS1,61.3,56.0,1886,5.18,5.22,3.19
0.31,Premium,F,VS2,62.4,58.0,802,4.34,4.31,2.7
0.32,Ideal,F,VS2,63.0,57.0,773,4.37,4.33,2.74
0.55,Premium,E,SI1,61.2,59.0,1668,5.28,5.25,3.22
0.35,Premium,E,VVS2,60.2,58.0,1024,4.66,4.61,2.79
0.3,Premium,D,SI1,62.1,59.0,662,4.31,4.29,2.67
0.72,Very Good,I,SI2,63.2,62.0,1814,5.71,5.67,3.59
0.9,Good,F,SI1,62.4,55.0,3898,6.17,6.21,3.86
0.32,Ideal,D,SI2,59.5,57.0,477,4.47,4.5,2.67
1.5,Very Good,G,SI2,58.5,62.0,8580,7.4,7.44,4.34
0.82,Ideal,H,VVS2,61.4,56.0,3781,6.01,6.05,3.71
0.5,Good,F,SI1,63.1,61.0,1043,5.06,4.98,3.17
